Grouping Function,Evaluation Function,Starting Distance,Convergence Speed (rounds),Convergence Accuracy (final distance),Pearson Correlation
interleaved,cosine_similarity,9.38277842935272,14.666666666666666,4.799788320486945,0.16069976180616713
interleaved,dot_product,9.288191034894409,13.257142857142858,4.944709231227828,0.3814796461301505
interleaved,l2_norm,9.923464607203904,28.435897435897434,4.150607674929011,0.5155479391712309
random,cosine_similarity,9.617549495948053,11.107142857142858,4.736287368168192,0.14500212292020576
random,dot_product,10.020106870034638,14.242424242424242,4.950409112899999,0.43994306916632353
random,l2_norm,10.201337465845205,34.885714285714286,4.298831140305048,0.5295329240823794
simulated_annealing,cosine_similarity,9.93292217576681,25.529411764705884,4.582441756014327,0.11367199530477444
simulated_annealing,dot_product,9.880065431764642,10.3,5.260009727594246,0.39371045967046064
simulated_annealing,l2_norm,9.680289922808154,26.065217391304348,3.5761445083253425,0.39713098363826604
